especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
AL41D,2020-09-14,44.77,44.77,43.5,43.99,99087,1600052400
AL41D,2020-09-15,44,44,43,43.1,47647,1600138800
AL41D,2020-09-16,42.98,42.99,40.51,41,125079,1600225200
AL41D,2020-09-17,42,42,39.5,40,222370,1600311600
AL41D,2020-09-18,40,41,39.9,40,441521,1600398000
AL41D,2020-09-21,39.2,39.2,38.5,38.6,90822,1600657200
AL41D,2020-09-22,39,39.5,37.5,37.75,160916,1600743600
AL41D,2020-09-23,38.95,39.5,37,38.55,354064,1600830000
AL41D,2020-09-24,38.6,39.8,38.21,39.45,259233,1600916400
AL41D,2020-09-25,39.1,40.48,39.1,40,680339,1601002800
AL41D,2020-09-28,40.5,40.5,39,39.5,572618,1601262000
AL41D,2020-09-29,39,39.5,38.7,39.04,322431,1601348400
AL41D,2020-09-30,39,39.25,38.7,39.02,451024,1601434800
AL41D,2020-10-01,38.5,39.8,38.5,39.8,493885,1601521200
AL41D,2020-10-02,39.5,40,39,40,547886,1601607600
AL41D,2020-10-05,39,40.05,38.9,40,464143,1601866800
AL41D,2020-10-06,39.6,39.99,38.99,39.99,196586,1601953200
AL41D,2020-10-07,39,40,38.81,39.9,1125891,1602039600
AL41D,2020-10-08,39.7,39.7,39.02,39.5,153670,1602126000
AL41D,2020-10-09,39.6,39.6,39.1,39.5,334035,1602212400
AL41D,2020-10-13,40.09,40.15,38.79,39.25,317307,1602558000
AL41D,2020-10-14,39.5,39.5,37.9,38.2,126045,1602644400
AL41D,2020-10-15,37.5,37.8,36.3,36.5,576218,1602730800
AL41D,2020-10-16,36,37,35.5,35.8,367602,1602817200
AL41D,2020-10-19,35.8,35.8,34.5,35.8,392571,1603076400
AL41D,2020-10-20,36.5,36.5,34.1,34.8,181084,1603162800
AL41D,2020-10-21,33.75,34.48,33.5,33.95,351983,1603249200
AL41D,2020-10-22,33.5,34.78,33,34.6,673971,1603335600
AL41D,2020-10-23,33.7,34.5,33.36,34.15,390967,1603422000
AL41D,2020-10-26,34.03,34.1,33,33.4,223162,1603681200
AL41D,2020-10-27,33,34,33,34,160501,1603767600
AL41D,2020-10-28,33.1,33.88,32.5,33.79,364352,1603854000
AL41D,2020-10-29,32.35,33.9,32.35,33.65,211856,1603940400
AL41D,2020-10-30,33.1,33.69,33.1,33.5,216119,1604026800
AL41D,2020-11-02,33.25,33.68,33.25,33.6,166293,1604286000
AL41D,2020-11-03,34,34.2,33.41,34.02,811142,1604372400
AL41D,2020-11-04,33.76,35,33.51,34,588064,1604458800
AL41D,2020-11-05,33.9,35,33.9,34.61,138399,1604545200
AL41D,2020-11-06,35.48,35.48,34.26,34.59,34683,1604631600
AL41D,2020-11-09,34.05,35.5,34.05,34.75,269785,1604890800
AL41D,2020-11-10,34.9,35.2,34.5,35.2,410969,1604977200
AL41D,2020-11-11,35.5,35.5,34.54,35.39,183200,1605063600
AL41D,2020-11-12,35,35.7,34.75,35.65,213789,1605150000
AL41D,2020-11-13,35.5,36.1,35.1,35.89,170482,1605236400
AL41D,2020-11-16,35.89,36.2,35.8,36.18,477340,1605495600
AL41D,2020-11-17,35.89,36.15,35.35,35.8,289619,1605582000
AL41D,2020-11-18,35.1,35.98,35.1,35.65,323405,1605668400
AL41D,2020-11-19,35.7,35.7,35.1,35.25,397864,1605754800
